room_id,number_of_reviews,last_review,reviews_per_month,review_rate_number
2566002,31.0,6/23/2019,0.45,3.0
2566554,1.0,7/16/2015,0.02,1.0
2567107,19.0,4/19/2019,0.27,5.0
2567659,198.0,6/17/2019,2.78,4.0
2568211,19.0,5/23/2019,0.27,4.0
2568763,27.0,5/25/2019,0.46,2.0
2569316,68.0,1/1/2019,0.96,1.0
2569868,1.0,10/7/2015,0.02,3.0
2570420,48.0,1/2/2019,0.9,4.0
2570973,116.0,5/27/2019,1.65,2.0
2571525,10.0,4/26/2019,0.14,4.0
2572077,8.0,5/11/2017,0.12,3.0
2572630,285.0,7/2/2019,4.02,3.0
2573182,142.0,7/7/2019,2.01,5.0
2573734,3.0,9/19/2016,0.04,2.0
2574286,12.0,7/21/2014,0.17,5.0
2574839,61.0,2/15/2019,0.87,3.0
2575391,55.0,6/30/2019,0.78,5.0
2575943,8.0,1/30/2019,0.12,2.0
2576496,44.0,1/1/2018,0.64,4.0
2577048,41.0,6/18/2019,0.58,5.0
2577600,12.0,5/21/2019,0.17,5.0
2578153,0.0,,,3.0
2578705,26.0,3/7/2018,0.41,4.0
2579257,38.0,5/27/2019,0.56,3.0
2579809,48.0,10/11/2015,0.68,2.0
2580362,152.0,6/29/2019,2.14,5.0
2580914,1.0,7/18/2016,0.03,1.0
2581466,0.0,,,1.0
2582019,4.0,6/30/2019,2.26,4.0
2582571,1.0,9/30/2015,0.02,1.0
2583123,142.0,6/26/2019,2.03,5.0
2583676,158.0,7/7/2019,2.27,4.0
2584228,112.0,7/2/2019,1.59,3.0
2584780,141.0,6/21/2019,2.0,2.0
2585332,19.0,6/16/2019,0.27,3.0
2585885,1.0,12/26/2018,0.15,2.0
2586437,73.0,5/24/2019,1.08,2.0
2586989,72.0,6/15/2019,1.02,1.0
2587542,13.0,6/7/2019,0.22,4.0
2588094,40.0,11/25/2017,0.57,2.0
2588646,36.0,6/6/2019,0.69,5.0
2589199,5.0,5/3/2019,0.08,4.0
2589751,94.0,7/1/2019,1.33,1.0
2590303,127.0,6/23/2019,1.8,4.0
2590855,45.0,5/27/2019,1.64,3.0
2591408,220.0,6/23/2019,3.11,4.0
2591960,121.0,6/29/2019,1.72,2.0
2592512,185.0,6/5/2019,2.62,2.0
2593065,229.0,6/29/2019,3.32,4.0
2593617,29.0,4/29/2019,0.43,3.0
2594169,1.0,8/10/2014,0.02,1.0
2594722,21.0,5/7/2019,0.3,1.0
2595274,1.0,6/1/2015,0.02,3.0
2595826,11.0,6/1/2019,0.16,4.0
2596378,41.0,7/3/2019,0.58,5.0
2596931,173.0,6/23/2019,2.47,3.0
2597483,20.0,10/1/2016,0.29,3.0
2598035,1.0,4/9/2019,0.33,3.0
2598588,34.0,1/24/2019,0.48,1.0
2599140,12.0,6/16/2019,0.18,3.0
2599692,147.0,6/17/2019,2.09,4.0
2600245,7.0,12/26/2018,0.13,5.0
2600797,59.0,6/19/2019,0.84,1.0
2601349,0.0,,,5.0
2601901,9.0,10/13/2018,0.14,5.0
2602454,203.0,7/1/2019,2.87,5.0
2603006,25.0,1/2/2019,0.36,5.0
2603558,189.0,6/30/2019,3.02,3.0
2604111,52.0,2/7/2019,0.74,4.0
2604663,48.0,10/18/2018,0.69,5.0
2605215,6.0,4/28/2019,0.51,2.0
2605768,12.0,9/22/2017,0.18,1.0
2606320,3.0,10/2/2016,0.04,2.0
2606872,19.0,5/30/2019,0.28,1.0
2607424,201.0,6/19/2019,2.85,2.0
2607977,79.0,1/1/2019,1.12,3.0
2608529,24.0,11/18/2018,0.34,5.0
2609081,5.0,9/19/2018,0.07,2.0
2609634,18.0,4/4/2019,0.27,1.0
2610186,17.0,4/12/2019,0.35,5.0
2610738,14.0,6/17/2019,0.22,2.0
2611291,23.0,6/29/2019,0.33,1.0
2611843,28.0,7/12/2016,0.4,3.0
2612395,14.0,6/25/2019,4.62,1.0
2612947,0.0,,,4.0
2613500,139.0,7/6/2019,2.38,2.0
2614052,274.0,4/25/2019,4.02,1.0
2614604,0.0,,,5.0
2615157,14.0,8/5/2018,0.2,1.0
2615709,201.0,6/18/2019,3.28,3.0
2616261,34.0,3/31/2019,0.48,4.0
2616814,40.0,6/7/2019,0.83,3.0
2617366,128.0,6/28/2019,1.82,4.0
2617918,2.0,5/7/2019,0.06,5.0
2618470,24.0,6/1/2019,0.38,2.0
2619023,6.0,11/1/2015,0.09,3.0
2619575,52.0,5/27/2019,0.74,3.0
2620127,19.0,3/30/2019,0.83,3.0
2620680,48.0,6/17/2019,0.68,2.0
2621232,13.0,6/17/2019,0.22,4.0
2621784,0.0,,,2.0
2622337,64.0,6/26/2019,1.02,4.0
2622889,37.0,6/30/2019,0.53,5.0
2623441,146.0,6/9/2019,2.08,5.0
2623993,144.0,4/2/2019,3.37,3.0
2624546,34.0,4/6/2019,0.49,1.0
2625098,101.0,6/10/2019,1.44,1.0
2625650,11.0,6/22/2019,1.17,2.0
2626203,0.0,,,1.0
2626755,59.0,5/23/2019,0.84,1.0
2627307,244.0,7/5/2019,3.49,1.0
2627860,7.0,11/3/2018,0.19,1.0
2628412,11.0,4/27/2019,0.2,2.0
2628964,108.0,6/16/2019,1.61,2.0
2629516,53.0,3/27/2019,0.75,2.0
2630069,182.0,7/5/2019,2.6,5.0
2630621,164.0,6/24/2019,2.34,4.0
2631173,4.0,8/5/2016,0.1,3.0
2631726,7.0,1/2/2019,0.1,4.0
2632278,69.0,6/30/2019,4.43,2.0
2632830,28.0,7/2/2019,0.4,2.0
2633383,2.0,9/4/2017,0.06,4.0
2633935,214.0,6/28/2019,3.07,3.0
2634487,23.0,6/23/2019,0.33,4.0
2635039,274.0,6/29/2019,3.94,2.0
2635592,31.0,4/11/2016,0.49,5.0
2636144,65.0,6/7/2019,1.04,2.0
2636696,23.0,7/3/2019,3.5,1.0
2637249,6.0,11/21/2015,0.09,2.0
2637801,18.0,6/30/2019,0.27,5.0
2638353,11.0,6/20/2019,0.18,3.0
2638906,135.0,12/12/2018,1.93,5.0
2639458,7.0,1/7/2017,0.1,1.0
2640010,60.0,6/26/2019,1.05,1.0
2640562,38.0,5/30/2019,0.6,1.0
2641115,19.0,12/4/2017,0.32,2.0
2641667,200.0,5/28/2019,3.16,3.0
2642219,30.0,6/4/2019,0.43,5.0
2642772,27.0,5/10/2019,0.58,4.0
2643324,92.0,6/24/2019,1.37,3.0
2643876,79.0,6/29/2019,1.15,2.0
2644429,20.0,6/30/2019,0.42,2.0
2644981,25.0,10/18/2016,0.44,1.0
2645533,340.0,7/1/2019,4.9,4.0
2646085,231.0,6/30/2019,3.51,3.0
2646638,183.0,12/17/2017,2.63,3.0
2647190,52.0,8/25/2015,0.75,4.0
2647742,210.0,6/14/2019,3.58,2.0
2648295,2.0,5/16/2019,0.03,1.0
2648847,18.0,6/30/2019,0.26,3.0
2649399,53.0,8/18/2018,0.82,3.0
2649952,65.0,6/28/2019,0.96,1.0
2650504,20.0,10/31/2016,0.29,5.0
2651056,0.0,,,4.0
2651608,40.0,5/20/2019,0.6,1.0
2652161,14.0,5/30/2019,0.2,3.0
2652713,119.0,7/7/2019,1.89,5.0
2653265,4.0,6/2/2019,0.07,3.0
2653818,144.0,7/5/2019,2.06,3.0
2654370,221.0,6/26/2019,4.1,2.0
2654922,3.0,9/10/2015,0.05,5.0
2655475,26.0,5/18/2019,0.49,1.0
2656027,6.0,6/10/2019,0.1,3.0
2656579,13.0,10/25/2018,0.21,5.0
2657131,111.0,7/3/2019,1.63,5.0
2657684,235.0,6/29/2019,3.37,4.0
2658236,11.0,9/28/2014,0.16,5.0
2658788,29.0,5/29/2019,0.42,1.0
2659341,17.0,9/1/2015,0.24,2.0
2659893,78.0,5/12/2019,1.13,5.0
2660445,115.0,6/8/2019,2.09,1.0
2660998,19.0,4/27/2019,0.28,4.0
2661550,144.0,7/5/2019,2.07,2.0
2662102,41.0,6/2/2019,0.87,2.0
2662654,10.0,5/28/2019,0.17,3.0
2663207,9.0,3/30/2019,0.25,3.0
2663759,112.0,1/1/2018,1.61,1.0
2664311,123.0,6/17/2019,1.76,1.0
2664864,127.0,5/28/2019,1.83,1.0
2665416,6.0,6/3/2019,0.1,3.0
2665968,0.0,,,3.0
2666521,3.0,6/24/2017,0.12,5.0
2667073,107.0,11/1/2018,1.58,1.0
2667625,41.0,6/13/2016,0.59,4.0
2668177,43.0,8/1/2018,0.63,2.0
2668730,62.0,6/23/2019,1.72,4.0
2669282,233.0,7/6/2019,3.39,3.0
2669834,386.0,6/19/2019,5.53,4.0
2670387,74.0,4/14/2019,1.08,4.0
2670939,108.0,7/6/2019,2.63,1.0
2671491,205.0,6/15/2019,3.04,1.0
2672044,63.0,5/19/2019,0.91,3.0
2672596,0.0,,,4.0
2673148,39.0,6/22/2019,0.91,5.0
2673700,37.0,12/8/2018,0.53,2.0
2674253,1.0,1/3/2016,0.02,2.0
2674805,19.0,6/28/2018,0.41,2.0
2675357,50.0,5/7/2019,0.74,3.0
2675910,20.0,5/20/2019,0.29,4.0
2676462,85.0,6/17/2019,1.31,2.0
2677014,142.0,6/17/2019,2.12,3.0
2677567,22.0,7/19/2018,0.33,2.0
2678119,6.0,6/11/2017,0.09,3.0
2678671,210.0,7/5/2019,3.01,3.0
2679223,79.0,6/29/2019,1.14,3.0
2679776,0.0,,,4.0
2680328,0.0,,,1.0
2680880,10.0,9/1/2016,0.15,1.0
2681433,2.0,10/19/2014,0.03,2.0
2681985,57.0,5/24/2019,0.91,1.0
2682537,258.0,6/25/2019,3.8,1.0
2683090,4.0,12/1/2015,0.06,1.0
2683642,10.0,5/20/2019,0.44,4.0
2684194,11.0,6/15/2019,0.24,1.0
2684746,143.0,6/17/2019,2.07,2.0
2685299,26.0,9/5/2016,0.38,2.0
2685851,0.0,,,5.0
2686403,32.0,1/1/2019,0.46,4.0
2686956,14.0,2/1/2014,0.2,4.0
2687508,15.0,8/7/2015,0.22,5.0
2688060,92.0,7/3/2019,6.3,3.0
2688613,14.0,5/20/2019,0.76,2.0
2689165,40.0,9/1/2018,0.58,5.0
2689717,12.0,3/31/2019,0.17,3.0
2690269,71.0,7/4/2019,1.06,4.0
2690822,0.0,,,1.0
2691374,16.0,8/28/2018,0.23,5.0
2691926,134.0,7/2/2019,1.95,3.0
2692479,2.0,1/2/2015,0.03,5.0
2693031,190.0,6/25/2019,2.77,3.0
2693583,4.0,1/2/2019,0.06,2.0
2694136,19.0,6/22/2019,0.29,1.0
2694688,30.0,2/16/2019,0.43,5.0
2695240,22.0,1/5/2016,0.32,4.0
2695792,0.0,,,5.0
2696345,83.0,10/23/2017,1.2,2.0
2696897,1.0,11/16/2015,0.02,3.0
2697449,2.0,2/12/2016,0.05,1.0
2698002,93.0,7/2/2019,1.34,2.0
2698554,25.0,12/29/2018,0.36,2.0
2699106,240.0,6/11/2019,3.53,4.0
2699659,80.0,1/2/2018,1.16,3.0
2700211,80.0,6/8/2019,1.16,4.0
2700763,336.0,6/28/2019,4.83,4.0
2701315,10.0,6/8/2019,0.15,3.0
2701868,93.0,1/3/2019,1.36,2.0
2702420,54.0,7/3/2019,0.78,2.0
2702972,164.0,6/30/2019,2.39,4.0
2703525,35.0,6/21/2019,0.72,5.0
2704077,8.0,7/29/2016,0.18,1.0
2704629,3.0,4/8/2018,0.04,1.0
2705182,53.0,4/28/2019,1.04,5.0
2705734,0.0,,,5.0
2706286,104.0,4/6/2019,1.51,2.0
2706838,36.0,1/2/2016,0.53,3.0
2707391,9.0,5/21/2019,0.14,3.0
2707943,3.0,7/3/2016,0.04,2.0
2708495,40.0,5/28/2019,0.63,4.0
2709048,61.0,7/6/2019,0.9,4.0
2709600,53.0,1/1/2018,0.79,3.0
2710152,7.0,9/4/2017,0.11,3.0
2710705,35.0,6/19/2019,0.52,5.0
2711257,85.0,6/17/2019,1.35,3.0
2711809,0.0,,,3.0
2712361,13.0,3/9/2019,0.21,4.0
2712914,0.0,,,4.0
2713466,0.0,,,5.0
2714018,14.0,2/6/2015,0.22,1.0
2714571,27.0,7/21/2017,0.48,4.0
2715123,12.0,3/8/2016,0.18,5.0
2715675,51.0,6/10/2019,0.76,3.0
2716228,0.0,,,5.0
2716780,319.0,7/8/2019,8.52,3.0
2717332,122.0,6/17/2019,1.91,1.0
2717884,21.0,10/12/2016,0.34,1.0
2718437,130.0,5/31/2019,1.92,5.0
2718989,47.0,12/11/2015,0.73,4.0
2719541,1.0,9/11/2016,0.03,2.0
2720094,8.0,6/24/2019,0.12,5.0
2720646,23.0,10/31/2018,0.34,4.0
2721198,29.0,6/28/2019,0.86,4.0
2721751,166.0,7/2/2019,2.49,5.0
2722303,9.0,6/5/2016,0.13,3.0
2722855,60.0,5/4/2019,0.91,1.0
2723407,29.0,6/30/2019,0.63,3.0
2723960,108.0,6/17/2019,1.72,5.0
2724512,4.0,10/6/2017,0.07,3.0
2725064,181.0,6/28/2019,2.69,1.0
2725617,134.0,6/21/2019,2.0,4.0
2726169,0.0,,,4.0
2726721,29.0,5/18/2019,0.43,1.0
2727274,97.0,6/24/2019,1.45,4.0
2727826,61.0,6/25/2019,1.04,5.0
2728378,0.0,,,2.0
2728930,10.0,9/7/2016,0.15,2.0
2729483,6.0,7/13/2015,0.1,4.0
2730035,43.0,12/30/2018,0.68,4.0
2730587,79.0,6/23/2019,1.15,3.0
2731140,0.0,,,3.0
2731692,38.0,1/1/2018,0.56,5.0
2732244,93.0,4/29/2018,1.51,5.0
2732797,42.0,5/25/2019,0.61,5.0
2733349,46.0,5/27/2019,0.67,4.0
2733901,220.0,6/21/2019,3.53,4.0
2734453,0.0,,,3.0
2735006,2.0,3/13/2016,0.05,3.0
2735558,19.0,2/20/2016,0.28,2.0
2736110,7.0,1/1/2018,0.1,3.0
2736663,14.0,5/27/2019,0.21,1.0
2737215,8.0,5/10/2019,0.35,5.0
2737767,97.0,6/9/2019,1.44,2.0
2738320,4.0,12/28/2015,0.07,1.0
2738872,6.0,6/9/2019,0.09,1.0
2739424,46.0,2/26/2019,0.72,2.0
2739976,0.0,,,3.0
2740529,,7/2/2019,3.49,3.0
2741081,0.0,,,4.0
2741633,134.0,6/18/2019,1.96,5.0
2742186,31.0,7/1/2019,0.46,2.0
2742738,143.0,6/26/2019,2.13,3.0
2743290,5.0,1/1/2019,0.07,4.0
2743843,92.0,6/28/2019,1.57,2.0
2744395,207.0,6/23/2019,3.04,1.0
2744947,1.0,1/1/2018,0.05,1.0
2745499,111.0,6/23/2019,2.4,4.0
2746052,128.0,5/28/2019,1.88,5.0
2746604,0.0,,,3.0
2747156,72.0,3/16/2018,1.11,2.0
2747709,38.0,5/25/2019,0.55,3.0
2748261,108.0,6/23/2019,1.69,2.0
2748813,0.0,,,4.0
2749366,0.0,,,3.0
2749918,85.0,6/16/2019,1.25,1.0
2750470,158.0,6/15/2019,2.33,5.0
2751022,0.0,,,4.0
2751575,0.0,,,2.0
2752127,236.0,6/24/2019,3.45,2.0
2752679,20.0,6/9/2019,0.31,4.0
2753232,35.0,8/22/2016,0.55,5.0
2753784,10.0,6/6/2017,0.24,3.0
2754336,6.0,10/24/2017,0.12,2.0
2754889,44.0,12/31/2018,1.5,3.0
2755441,143.0,5/4/2019,2.13,3.0
2755993,19.0,8/7/2018,0.28,4.0
2756545,249.0,6/20/2019,3.63,5.0
2757098,2.0,8/23/2016,0.06,4.0
2757650,7.0,5/31/2019,0.11,4.0
2758202,33.0,3/31/2018,0.49,3.0
2758755,266.0,7/2/2019,4.49,3.0
2759307,0.0,,,4.0
2759859,238.0,5/12/2019,3.46,1.0
2760412,30.0,11/7/2018,0.6,2.0
2760964,26.0,1/3/2019,0.62,3.0
2761516,26.0,5/19/2018,0.39,2.0
2762068,70.0,6/30/2019,2.23,5.0
2762621,202.0,6/5/2019,3.19,5.0
2763173,1.0,8/26/2017,0.04,3.0
2763725,15.0,5/26/2019,0.22,3.0
2764278,8.0,5/25/2016,0.12,4.0
2764830,227.0,6/14/2019,3.31,5.0
2765382,2.0,6/23/2019,0.22,2.0
2765935,17.0,9/23/2018,0.25,3.0
2766487,1.0,12/15/2013,0.01,5.0
2767039,7.0,5/6/2016,0.13,4.0
2767591,0.0,,,1.0
2768144,14.0,8/8/2018,0.21,4.0
2768696,12.0,11/11/2018,0.18,2.0
2769248,2.0,3/23/2015,0.04,5.0
2769801,2.0,10/14/2014,0.03,4.0
2770353,2.0,10/26/2015,0.03,1.0
2770905,7.0,5/4/2019,0.15,3.0
2771458,322.0,7/1/2019,4.71,2.0
2772010,7.0,6/23/2019,2.26,5.0
2772562,7.0,2/27/2016,0.11,5.0
2773114,108.0,5/30/2019,2.68,5.0
2773667,15.0,8/16/2018,0.22,3.0
2774219,0.0,,,3.0
2774771,95.0,5/25/2019,1.39,5.0
2775324,123.0,6/7/2019,1.8,2.0
2775876,245.0,6/10/2019,3.61,5.0
2776428,156.0,4/25/2019,2.36,3.0
2776981,71.0,6/23/2019,1.04,4.0
2777533,245.0,7/7/2019,3.6,1.0
2778085,11.0,5/25/2017,0.16,3.0
2778637,8.0,6/11/2017,0.12,3.0
2779190,17.0,5/6/2017,0.25,4.0
2779742,1.0,11/13/2015,0.02,5.0
2780294,57.0,6/6/2019,0.9,5.0
2780847,18.0,1/15/2017,0.28,3.0
2781399,29.0,10/4/2016,0.43,1.0
2781951,79.0,7/1/2019,1.16,4.0
2782504,1.0,11/1/2015,0.02,3.0
2783056,17.0,4/8/2019,0.25,1.0
2783608,5.0,11/4/2018,0.26,4.0
2784160,229.0,6/22/2019,3.36,5.0
2784713,1.0,9/6/2015,0.02,4.0
2785265,52.0,7/4/2019,1.26,1.0
2785817,16.0,4/17/2017,0.38,1.0
2786370,9.0,6/21/2014,0.13,5.0
2786922,0.0,,,4.0
2787474,166.0,6/24/2019,2.87,1.0
2788027,29.0,4/1/2017,0.42,4.0
2788579,20.0,8/21/2018,0.31,2.0
2789131,10.0,6/26/2016,0.2,4.0
2789683,5.0,11/1/2014,0.07,4.0
2790236,37.0,6/9/2019,0.6,1.0
2790788,1.0,1/1/2015,0.02,1.0
2791340,32.0,5/19/2019,1.66,1.0
2791893,230.0,6/28/2019,3.39,3.0
2792445,1.0,8/16/2016,0.03,1.0
2792997,72.0,7/7/2019,3.12,3.0
2793550,1.0,10/14/2015,0.02,1.0
2794102,84.0,12/1/2018,1.26,4.0
2794654,97.0,7/1/2019,1.43,1.0
2795206,177.0,6/11/2019,2.62,3.0
2795759,2.0,12/17/2015,0.04,2.0
2796311,261.0,6/8/2019,3.82,4.0
2796863,77.0,6/11/2019,1.35,2.0
2797416,18.0,7/16/2018,0.27,3.0
2797968,36.0,6/29/2019,0.53,3.0
2798520,19.0,1/31/2019,0.28,1.0
2799073,2.0,8/3/2014,0.03,1.0
2799625,0.0,,,3.0
2800177,16.0,12/6/2018,0.24,1.0
2800729,36.0,6/26/2019,0.53,1.0
2801282,76.0,7/5/2019,1.13,4.0
2801834,10.0,8/6/2016,0.21,5.0
2802386,7.0,6/11/2019,0.25,3.0
2802939,0.0,,,4.0
2803491,57.0,7/5/2019,2.67,3.0
2804043,4.0,8/20/2018,0.06,3.0
2804596,177.0,7/7/2019,2.64,3.0
2805148,13.0,6/20/2016,0.19,5.0
2805700,39.0,6/18/2019,0.58,4.0
2806252,0.0,,,4.0
2806805,41.0,6/10/2019,0.6,4.0
2807357,2.0,7/25/2015,0.03,5.0
2807909,87.0,7/7/2019,1.42,1.0
2808462,12.0,6/24/2019,0.18,5.0
2809014,89.0,1/20/2019,1.32,1.0
2809566,0.0,,,4.0
2810119,221.0,6/18/2019,3.3,5.0
2810671,2.0,12/19/2014,0.03,4.0
2811223,30.0,5/28/2019,0.45,4.0
2811775,26.0,11/23/2018,0.43,3.0
2812328,1.0,1/2/2015,0.02,2.0
2812880,5.0,12/30/2017,0.07,3.0
2813432,16.0,9/26/2018,0.24,3.0
2813985,34.0,6/1/2018,0.5,5.0
2814537,88.0,5/28/2019,1.31,5.0
2815089,6.0,10/26/2014,0.1,2.0
2815642,0.0,,,3.0
2816194,225.0,6/30/2019,3.49,4.0
2816746,85.0,6/20/2019,1.27,2.0
2817298,6.0,1/2/2016,0.13,5.0
2817851,8.0,4/4/2016,0.12,1.0
2818403,7.0,9/25/2016,0.11,1.0
2818955,0.0,,,2.0
2819508,1.0,4/11/2016,0.03,5.0
2820060,6.0,7/30/2018,0.13,1.0
2820612,25.0,6/16/2019,0.43,4.0
2821165,31.0,6/17/2019,0.52,4.0
2821717,62.0,7/1/2019,1.05,5.0
2822269,6.0,11/14/2016,0.12,4.0
2822821,160.0,5/31/2019,2.36,1.0
2823374,26.0,6/25/2019,0.38,2.0
2823926,157.0,6/28/2019,2.49,3.0
2824478,0.0,,,5.0
2825031,191.0,6/23/2019,2.81,5.0
2825583,19.0,7/5/2019,0.3,5.0
2826135,7.0,12/2/2017,0.12,3.0
2826688,15.0,6/4/2019,0.24,2.0
2827240,9.0,5/13/2019,0.87,1.0
2827792,20.0,8/20/2015,0.39,2.0
2828344,73.0,1/1/2019,1.07,1.0
2828897,3.0,9/30/2014,0.05,3.0
2829449,7.0,5/4/2018,0.11,3.0
2830001,59.0,5/21/2019,0.87,2.0
2830554,1.0,1/2/2014,0.01,5.0
2831106,0.0,,,2.0
2831658,84.0,6/27/2019,1.25,1.0
2832211,0.0,,,1.0
2832763,214.0,7/5/2019,3.17,4.0
2833315,38.0,7/2/2019,0.62,4.0
2833867,164.0,1/5/2019,2.45,2.0
2834420,0.0,,,4.0
2834972,19.0,8/18/2018,0.28,5.0
2835524,38.0,6/26/2019,0.59,4.0
2836077,272.0,6/16/2019,4.02,2.0
2836629,12.0,1/2/2019,0.19,5.0
2837181,2.0,5/8/2015,0.03,4.0
2837734,43.0,4/27/2019,0.64,4.0
2838286,3.0,1/3/2019,0.16,3.0
2838838,176.0,6/21/2019,2.63,5.0
2839390,93.0,4/22/2019,1.38,3.0
2839943,49.0,4/25/2019,0.77,4.0
2840495,5.0,1/1/2016,0.07,2.0
2841047,1.0,1/2/2014,0.01,1.0
2841600,136.0,7/2/2019,2.0,4.0
2842152,6.0,3/25/2016,0.11,1.0
2842704,0.0,,,2.0
2843257,37.0,6/30/2019,0.97,3.0
2843809,0.0,,,5.0
2844361,19.0,6/12/2019,0.33,5.0
2844913,0.0,,,5.0
2845466,7.0,6/16/2019,0.32,5.0
2846018,2.0,12/31/2014,0.03,2.0
2846570,15.0,4/21/2019,0.41,5.0
2847123,97.0,7/1/2019,2.39,5.0
2847675,154.0,6/24/2019,2.27,4.0
2848227,42.0,6/11/2019,0.62,1.0
2848780,127.0,6/8/2019,1.89,5.0
2849332,0.0,,,1.0
2849884,4.0,1/2/2019,0.08,3.0
2850436,3.0,8/1/2014,0.04,2.0
2850989,12.0,9/22/2016,0.19,2.0
2851541,143.0,6/30/2019,2.13,2.0
2852093,4.0,1/15/2016,0.07,4.0
2852646,7.0,11/26/2016,0.1,1.0
2853198,5.0,8/19/2015,0.08,2.0
2853750,18.0,6/22/2019,0.26,3.0
2854303,9.0,10/13/2018,0.13,5.0
2854855,19.0,1/8/2018,0.79,4.0
2855407,221.0,6/13/2019,3.27,2.0
2855959,4.0,11/25/2018,0.12,5.0
2856512,64.0,11/2/2015,0.95,4.0
2857064,220.0,6/23/2019,3.25,2.0
2857616,7.0,10/10/2016,0.18,2.0
2858169,36.0,6/11/2016,0.57,1.0
2858721,237.0,7/6/2019,3.7,5.0
2859273,9.0,1/6/2016,0.13,1.0
2859826,13.0,12/1/2018,0.49,1.0
2860378,0.0,,,4.0
2860930,68.0,7/1/2019,1.07,2.0
2861482,100.0,7/3/2019,1.49,1.0
2862035,78.0,6/21/2019,1.81,5.0
2862587,17.0,1/2/2019,0.55,5.0
2863139,0.0,,,2.0
2863692,0.0,,,2.0
2864244,26.0,4/26/2019,0.42,3.0
2864796,0.0,,,5.0
2865349,20.0,12/31/2018,0.3,2.0
2865901,16.0,10/15/2016,0.24,2.0
2866453,4.0,4/9/2016,0.06,5.0
2867005,31.0,6/22/2019,0.46,3.0
2867558,1.0,1/1/2018,0.05,3.0
2868110,0.0,,,4.0
2868662,0.0,,,2.0
2869215,0.0,,,5.0
2869767,7.0,5/31/2018,0.11,1.0
2870319,24.0,12/7/2018,0.36,2.0
2870872,19.0,7/7/2019,0.56,5.0
2871424,1.0,7/23/2015,0.02,5.0
2871976,26.0,3/14/2019,0.41,1.0
2872528,0.0,,,1.0
2873081,57.0,5/25/2019,0.89,4.0
2873633,82.0,1/1/2019,1.37,5.0
2874185,111.0,4/20/2019,1.7,2.0
2874738,11.0,6/7/2016,0.16,3.0
2875290,12.0,1/1/2018,0.2,2.0
2875842,72.0,5/19/2019,1.1,5.0
2876395,114.0,10/7/2018,1.71,1.0
2876947,67.0,1/22/2019,0.99,1.0
2877499,1.0,1/3/2014,0.01,3.0
2878051,25.0,6/13/2019,0.37,3.0
2878604,0.0,,,2.0
2879156,2.0,12/30/2015,0.03,5.0
2879708,89.0,6/13/2019,1.4,3.0
2880261,1.0,8/28/2016,0.03,4.0
2880813,11.0,9/6/2016,0.17,1.0
2881365,2.0,4/15/2019,0.5,4.0
2881918,37.0,6/9/2019,0.55,5.0
2882470,11.0,5/27/2015,0.16,4.0
2883022,0.0,,,3.0
2883574,89.0,4/24/2019,1.39,5.0
2884127,0.0,,,2.0
2884679,203.0,5/26/2019,3.13,1.0
2885231,67.0,7/2/2019,1.09,2.0
2885784,3.0,8/29/2016,0.04,4.0
2886336,0.0,,,4.0
2886888,56.0,6/13/2016,0.83,2.0
2887441,1.0,8/12/2017,0.04,2.0
2887993,0.0,,,2.0
2888545,0.0,,,5.0
2889097,1.0,9/7/2014,0.02,1.0
2889650,199.0,6/29/2019,2.98,1.0
2890202,4.0,1/2/2019,0.06,1.0
2890754,0.0,,,1.0
2891307,54.0,6/1/2019,0.9,5.0
2891859,58.0,1/1/2017,0.97,1.0
2892411,0.0,,,3.0
2892964,13.0,10/8/2018,0.19,5.0
2893516,200.0,7/5/2019,3.37,3.0
2894068,215.0,7/2/2019,3.2,3.0
2894620,1.0,9/27/2015,0.02,2.0
2895173,21.0,1/2/2018,0.31,1.0
2895725,8.0,1/1/2019,0.12,1.0
2896277,4.0,4/22/2016,0.08,2.0
2896830,7.0,10/15/2018,0.12,4.0
2897382,42.0,5/25/2019,0.62,2.0
2897934,1.0,12/14/2013,0.01,5.0
2898487,3.0,5/24/2019,0.09,5.0
2899039,0.0,,,5.0
2899591,0.0,,,3.0
2900143,226.0,6/30/2019,3.42,5.0
2900696,3.0,1/5/2016,0.04,5.0
2901248,1.0,8/19/2014,0.02,3.0
2901800,42.0,12/10/2018,0.67,1.0
2902353,0.0,,,1.0
2902905,14.0,7/13/2018,0.21,4.0
2903457,0.0,,,3.0
2904010,19.0,4/10/2019,0.31,5.0
2904562,2.0,7/25/2017,0.08,4.0
2905114,2.0,1/2/2017,0.06,1.0
2905666,6.0,4/21/2018,0.1,5.0
2906219,17.0,5/12/2019,0.55,3.0
2906771,0.0,,,5.0
2907323,130.0,6/10/2019,2.0,4.0
2907876,0.0,,,2.0
2908428,3.0,5/30/2015,0.05,3.0
2908980,177.0,7/1/2019,2.85,5.0
2909533,129.0,2/23/2019,2.22,2.0
2910085,34.0,6/22/2019,0.5,4.0
2910637,5.0,8/5/2018,0.14,5.0
2911189,31.0,5/26/2019,0.46,3.0
2911742,0.0,,,2.0
2912294,2.0,10/22/2016,0.06,3.0
2912846,9.0,11/18/2016,0.13,2.0
2913399,0.0,,,5.0
2913951,8.0,7/17/2018,0.14,5.0
2914503,4.0,5/20/2014,0.06,2.0
2915056,8.0,12/30/2016,0.12,3.0
2915608,43.0,7/1/2019,0.65,5.0
2916160,1.0,3/20/2016,0.02,5.0
2916712,5.0,1/6/2016,0.07,4.0
