pricing_id,room_id,price,service_fee,effective_from
4956,3737983,571 ,114 ,2026-01-25
4957,3738535,338 ,68 ,2026-01-25
4958,3739087,95 ,19 ,2026-01-25
4959,3739639,496 ,99 ,2026-01-25
4960,3740192,474 ,95 ,2026-01-25
4961,3740744,131 ,26 ,2026-01-25
4962,3741296,636 ,127 ,2026-01-25
4963,3741849,452 ,90 ,2026-01-25
4964,3742401,854 ,171 ,2026-01-25
4965,3742953,405 ,81 ,2026-01-25
4966,3743506,99 ,20 ,2026-01-25
4967,3744058,63 ,13 ,2026-01-25
4968,3744610,1039 ,208 ,2026-01-25
4969,3745162,291 ,58 ,2026-01-25
4970,3745715,395 ,79 ,2026-01-25
4971,3746267,716 ,143 ,2026-01-25
4972,3746819,886 ,177 ,2026-01-25
4973,3747372,199 ,40 ,2026-01-25
4974,3747924,472 ,94 ,2026-01-25
4975,3748476,144 ,29 ,2026-01-25
4976,3749029,809 ,162 ,2026-01-25
4977,3749581,162 ,32 ,2026-01-25
4978,3750133,240 ,48 ,2026-01-25
4979,3750685,1113 ,223 ,2026-01-25
4980,3751238,123 ,25 ,2026-01-25
4981,3751790,365 ,73 ,2026-01-25
4982,3752342,345 ,69 ,2026-01-25
4983,3752895,137 ,27 ,2026-01-25
4984,3753447,883 ,177 ,2026-01-25
4985,3753999,361 ,72 ,2026-01-25
4986,3754552,966 ,193 ,2026-01-25
4987,3755104,873 ,175 ,2026-01-25
4988,3755656,1032 ,206 ,2026-01-25
4989,3756208,877 ,175 ,2026-01-25
4990,3756761,818 ,164 ,2026-01-25
4991,3757313,326 ,65 ,2026-01-25
4992,3757865,274 ,55 ,2026-01-25
4993,3758418,1147 ,229 ,2026-01-25
4994,3758970,621 ,124 ,2026-01-25
4995,3759522,927 ,185 ,2026-01-25
4996,3760075,679 ,136 ,2026-01-25
4997,3760627,1041 ,208 ,2026-01-25
4998,3761179,961 ,192 ,2026-01-25
4999,3761731,1100 ,220 ,2026-01-25
5000,3762284,971 ,194 ,2026-01-25
5001,3762836,598 ,120 ,2026-01-25
5002,3763388,967 ,193 ,2026-01-25
5003,3763941,1186 ,237 ,2026-01-25
5004,3764493,584 ,117 ,2026-01-25
5005,3765045,685 ,137 ,2026-01-25
5006,3765598,393 ,79 ,2026-01-25
5007,3766150,115 ,23 ,2026-01-25
5008,3766702,970 ,194 ,2026-01-25
5009,3767254,338 ,68 ,2026-01-25
5010,3767807,1103 ,221 ,2026-01-25
5011,3768359,826 ,165 ,2026-01-25
5012,3768911,886 ,177 ,2026-01-25
5013,3769464,749 ,150 ,2026-01-25
5014,3770016,1194 ,239 ,2026-01-25
5015,3770568,528 ,106 ,2026-01-25
5016,3771121,1121 ,224 ,2026-01-25
5017,3771673,60 ,12 ,2026-01-25
5018,3772225,891 ,178 ,2026-01-25
5019,3772777,500 ,100 ,2026-01-25
5020,3773330,1076 ,215 ,2026-01-25
5021,3773882,487 ,97 ,2026-01-25
5022,3774434,1014 ,203 ,2026-01-25
5023,3774987,1024 ,205 ,2026-01-25
5024,3775539,405 ,81 ,2026-01-25
5025,3776091,883 ,177 ,2026-01-25
5026,3776644,776 ,155 ,2026-01-25
5027,3777196,290 ,58 ,2026-01-25
5028,3777748,461 ,92 ,2026-01-25
5029,3778300,493 ,99 ,2026-01-25
5030,3778853,702 ,140 ,2026-01-25
5031,3779405,94 ,19 ,2026-01-25
5032,3779957,664 ,133 ,2026-01-25
5033,3780510,137 ,27 ,2026-01-25
5034,3781062,800 ,160 ,2026-01-25
5035,3781614,939 ,188 ,2026-01-25
5036,3782167,448 ,90 ,2026-01-25
5037,3782719,1049 ,210 ,2026-01-25
5038,3783271,1030 ,206 ,2026-01-25
5039,3783823,757 ,151 ,2026-01-25
5040,3784376,861 ,172 ,2026-01-25
5041,3784928,252 ,50 ,2026-01-25
5042,3785480,1125 ,225 ,2026-01-25
5043,3786033,183 ,37 ,2026-01-25
5044,3786585,696 ,139 ,2026-01-25
5045,3787137,57 ,11 ,2026-01-25
5046,3787690,775 ,155 ,2026-01-25
5047,3788242,316 ,63 ,2026-01-25
5048,3788794,467 ,93 ,2026-01-25
5049,3789346,1196 ,239 ,2026-01-25
5050,3789899,1191 ,238 ,2026-01-25
5051,3790451,161 ,32 ,2026-01-25
5052,3791003,154 ,31 ,2026-01-25
5053,3791556,238 ,48 ,2026-01-25
5054,3792108,213 ,43 ,2026-01-25
5055,3792660,380 ,76 ,2026-01-25
5056,3793213,875 ,175 ,2026-01-25
5057,3793765,546 ,109 ,2026-01-25
5058,3794317,1183 ,237 ,2026-01-25
5059,3794869,787 ,157 ,2026-01-25
5060,3795422,931 ,186 ,2026-01-25
5061,3795974,568 ,114 ,2026-01-25
5062,3796526,323 ,65 ,2026-01-25
5063,3797079,401 ,80 ,2026-01-25
5064,3797631,144 ,29 ,2026-01-25
5065,3798183,287 ,57 ,2026-01-25
5066,3798736,510 ,102 ,2026-01-25
5067,3799288,980 ,196 ,2026-01-25
5068,3799840,1151 ,230 ,2026-01-25
5069,3800392,1080 ,216 ,2026-01-25
5070,3800945,947 ,189 ,2026-01-25
5071,3801497,217 ,43 ,2026-01-25
5072,3802049,1122 ,224 ,2026-01-25
5073,3802602,253 ,51 ,2026-01-25
5074,3803154,818 ,164 ,2026-01-25
5075,3803706,736 ,147 ,2026-01-25
5076,3804259,193 ,39 ,2026-01-25
5077,3804811,1189 ,238 ,2026-01-25
5078,3805363,134 ,27 ,2026-01-25
5079,3805915,310 ,62 ,2026-01-25
5080,3806468,1037 ,207 ,2026-01-25
5081,3807020,642 ,128 ,2026-01-25
5082,3807572,659 ,132 ,2026-01-25
5083,3808125,909 ,182 ,2026-01-25
5084,3808677,910 ,182 ,2026-01-25
5085,3809229,985 ,197 ,2026-01-25
5086,3809782,423 ,85 ,2026-01-25
5087,3810334,615 ,123 ,2026-01-25
5088,3810886,464 ,93 ,2026-01-25
5089,3811438,1108 ,222 ,2026-01-25
5090,3811991,862 ,172 ,2026-01-25
5091,3812543,802 ,160 ,2026-01-25
5092,3813095,249 ,50 ,2026-01-25
5093,3813648,381 ,76 ,2026-01-25
5094,3814200,253 ,51 ,2026-01-25
5095,3814752,69 ,14 ,2026-01-25
5096,3815305,213 ,43 ,2026-01-25
5097,3815857,664 ,133 ,2026-01-25
5098,3816409,608 ,122 ,2026-01-25
5099,3816961,832 ,166 ,2026-01-25
5100,3817514,492 ,98 ,2026-01-25
5101,3818066,579 ,116 ,2026-01-25
5102,3818618,385 ,77 ,2026-01-25
5103,3819171,545 ,109 ,2026-01-25
5104,3819723,361 ,72 ,2026-01-25
5105,3820275,870 ,174 ,2026-01-25
5106,3820828,969 ,194 ,2026-01-25
5107,3821380,812 ,162 ,2026-01-25
5108,3821932,1193 ,239 ,2026-01-25
5109,3822484,650 ,130 ,2026-01-25
5110,3823037,990 ,198 ,2026-01-25
5111,3823589,50 ,10 ,2026-01-25
5112,3824141,497 ,99 ,2026-01-25
5113,3824694,908 ,182 ,2026-01-25
5114,3825246,814 ,163 ,2026-01-25
5115,3825798,1040 ,208 ,2026-01-25
5116,3826351,699 ,140 ,2026-01-25
5117,3826903,291 ,58 ,2026-01-25
5118,3827455,998 ,200 ,2026-01-25
5119,3828007,635 ,127 ,2026-01-25
5120,3828560,641 ,128 ,2026-01-25
5121,3829112,1162 ,232 ,2026-01-25
5122,3829664,1054 ,211 ,2026-01-25
5123,3830217,212 ,42 ,2026-01-25
5124,3830769,863 ,173 ,2026-01-25
5125,3831321,199 ,40 ,2026-01-25
5126,3831874,966 ,193 ,2026-01-25
5127,3832426,1025 ,205 ,2026-01-25
5128,3832978,993 ,199 ,2026-01-25
5129,3833530,1028 ,206 ,2026-01-25
5130,3834083,728 ,146 ,2026-01-25
5131,3834635,335 ,67 ,2026-01-25
5132,3835187,59 ,12 ,2026-01-25
5133,3835740,576 ,115 ,2026-01-25
5134,3836292,1177 ,235 ,2026-01-25
5135,3836844,334 ,67 ,2026-01-25
5136,3837397,783 ,157 ,2026-01-25
5137,3837949,731 ,146 ,2026-01-25
5138,3838501,430 ,86 ,2026-01-25
5139,3839053,521 ,104 ,2026-01-25
5140,3839606,476 ,95 ,2026-01-25
5141,3840158,341 ,68 ,2026-01-25
5142,3840710,951 ,190 ,2026-01-25
5143,3841263,251 ,50 ,2026-01-25
5144,3841815,715 ,143 ,2026-01-25
5145,3842367,108 ,22 ,2026-01-25
5146,3842920,275 ,55 ,2026-01-25
5147,3843472,880 ,176 ,2026-01-25
5148,3844024,57 ,11 ,2026-01-25
5149,3844576,630 ,126 ,2026-01-25
5150,3845129,400 ,80 ,2026-01-25
5151,3845681,237 ,47 ,2026-01-25
5152,3846233,952 ,190 ,2026-01-25
5153,3846786,447 ,89 ,2026-01-25
5154,3847338,327 ,65 ,2026-01-25
5155,3847890,54 ,11 ,2026-01-25
5156,3848443,397 ,79 ,2026-01-25
5157,3848995,58 ,12 ,2026-01-25
5158,3849547,988 ,198 ,2026-01-25
5159,3850099,1179 ,236 ,2026-01-25
5160,3850652,190 ,38 ,2026-01-25
5161,3851204,110 ,22 ,2026-01-25
5162,3851756,76 ,15 ,2026-01-25
5163,3852309,1175 ,235 ,2026-01-25
5164,3852861,1113 ,223 ,2026-01-25
5165,3853413,209 ,42 ,2026-01-25
5166,3853966,230 ,46 ,2026-01-25
5167,3854518,481 ,96 ,2026-01-25
5168,3855070,262 ,52 ,2026-01-25
5169,3855622,252 ,50 ,2026-01-25
5170,3856175,777 ,155 ,2026-01-25
5171,3856727,723 ,145 ,2026-01-25
5172,3857279,1114 ,223 ,2026-01-25
5173,3857832,532 ,106 ,2026-01-25
5174,3858384,492 ,98 ,2026-01-25
5175,3858936,870 ,174 ,2026-01-25
5176,3859489,1066 ,213 ,2026-01-25
5177,3860041,1072 ,214 ,2026-01-25
5178,3860593,850 ,170 ,2026-01-25
5179,3861145,1045 ,209 ,2026-01-25
5180,3861698,403 ,81 ,2026-01-25
5181,3862250,988 ,198 ,2026-01-25
5182,3862802,184 ,37 ,2026-01-25
5183,3863355,1022 ,204 ,2026-01-25
5184,3863907,636 ,127 ,2026-01-25
5185,3864459,1080 ,216 ,2026-01-25
5186,3865012,495 ,99 ,2026-01-25
5187,3865564,621 ,124 ,2026-01-25
5188,3866116,632 ,126 ,2026-01-25
5189,3866668,775 ,155 ,2026-01-25
5190,3867221,422 ,84 ,2026-01-25
5191,3867773,1081 ,216 ,2026-01-25
5192,3868325,493 ,99 ,2026-01-25
5193,3868878,252 ,50 ,2026-01-25
5194,3869430,913 ,183 ,2026-01-25
5195,3869982,419 ,84 ,2026-01-25
5196,3870535,767 ,153 ,2026-01-25
5197,3871087,982 ,196 ,2026-01-25
5198,3871639,993 ,199 ,2026-01-25
5199,3872191,948 ,190 ,2026-01-25
5200,3872744,71 ,14 ,2026-01-25
5201,3873296,1085 ,217 ,2026-01-25
5202,3873848,227 ,45 ,2026-01-25
5203,3874401,819 ,164 ,2026-01-25
5204,3874953,272 ,54 ,2026-01-25
5205,3875505,365 ,73 ,2026-01-25
5206,3876058,1157 ,231 ,2026-01-25
5207,3876610,676 ,135 ,2026-01-25
5208,3877162,1200 ,240 ,2026-01-25
5209,3877714,779 ,156 ,2026-01-25
5210,3878267,783 ,157 ,2026-01-25
5211,3878819,1018 ,204 ,2026-01-25
5212,3879371,955 ,191 ,2026-01-25
5213,3879924,669 ,134 ,2026-01-25
5214,3880476,70 ,14 ,2026-01-25
5215,3881028,203 ,41 ,2026-01-25
5216,3881581,161 ,32 ,2026-01-25
5217,3882133,130 ,26 ,2026-01-25
5218,3882685,1078 ,216 ,2026-01-25
5219,3883237,1033 ,207 ,2026-01-25
5220,3883790,609 ,122 ,2026-01-25
5221,3884342,596 ,119 ,2026-01-25
5222,3884894,1014 ,203 ,2026-01-25
5223,3885447,1060 ,212 ,2026-01-25
5224,3885999,837 ,167 ,2026-01-25
5225,3886551,735 ,147 ,2026-01-25
5226,3887104,302 ,60 ,2026-01-25
5227,3887656,1102 ,220 ,2026-01-25
5228,3888208,1155 ,231 ,2026-01-25
5229,3888760,874 ,175 ,2026-01-25
5230,3889313,884 ,177 ,2026-01-25
5231,3889865,533 ,107 ,2026-01-25
5232,3890417,303 ,61 ,2026-01-25
5233,3890970,566 ,113 ,2026-01-25
5234,3891522,608 ,122 ,2026-01-25
5235,3892074,508 ,102 ,2026-01-25
5236,3892627,1113 ,223 ,2026-01-25
5237,3893179,455 ,91 ,2026-01-25
5238,3893731,777 ,155 ,2026-01-25
5239,3894283,73 ,15 ,2026-01-25
5240,3894836,273 ,55 ,2026-01-25
5241,3895388,198 ,40 ,2026-01-25
5242,3895940,417 ,83 ,2026-01-25
5243,3896493,803 ,161 ,2026-01-25
5244,3897045,889 ,178 ,2026-01-25
5245,3897597,1037 ,207 ,2026-01-25
5246,3898150,1019 ,204 ,2026-01-25
5247,3898702,413 ,83 ,2026-01-25
5248,3899254,354 ,71 ,2026-01-25
5249,3899806,90 ,18 ,2026-01-25
5250,3900359,221 ,44 ,2026-01-25
5251,3900911,913 ,183 ,2026-01-25
5252,3901463,1015 ,203 ,2026-01-25
5253,3902016,742 ,148 ,2026-01-25
5254,3902568,135 ,27 ,2026-01-25
5255,3903120,378 ,76 ,2026-01-25
5256,3903673,1127 ,225 ,2026-01-25
5257,3904225,144 ,29 ,2026-01-25
5258,3904777,466 ,93 ,2026-01-25
5259,3905329,564 ,113 ,2026-01-25
5260,3905882,1075 ,215 ,2026-01-25
5261,3906434,164 ,33 ,2026-01-25
5262,3906986,598 ,120 ,2026-01-25
5263,3907539,806 ,161 ,2026-01-25
5264,3908091,352 ,70 ,2026-01-25
5265,3908643,565 ,113 ,2026-01-25
5266,3909196,263 ,53 ,2026-01-25
5267,3909748,289 ,58 ,2026-01-25
5268,3910300,872 ,174 ,2026-01-25
5269,3910852,816 ,163 ,2026-01-25
5270,3911405,657 ,131 ,2026-01-25
5271,3911957,577 ,115 ,2026-01-25
5272,3912509,1030 ,206 ,2026-01-25
5273,3913062,465 ,93 ,2026-01-25
5274,3913614,684 ,137 ,2026-01-25
5275,3914166,1180 ,236 ,2026-01-25
5276,3914719,783 ,157 ,2026-01-25
5277,3915271,226 ,45 ,2026-01-25
5278,3915823,643 ,129 ,2026-01-25
5279,3916375,860 ,172 ,2026-01-25
5280,3916928,366 ,73 ,2026-01-25
5281,3917480,556 ,111 ,2026-01-25
5282,3918032,597 ,119 ,2026-01-25
5283,3918585,684 ,137 ,2026-01-25
5284,3919137,275 ,55 ,2026-01-25
5285,3919689,684 ,137 ,2026-01-25
5286,3920242,153 ,31 ,2026-01-25
5287,3920794,669 ,134 ,2026-01-25
5288,3921346,769 ,154 ,2026-01-25
5289,3921898,651 ,130 ,2026-01-25
5290,3922451,179 ,36 ,2026-01-25
5291,3923003,1018 ,204 ,2026-01-25
5292,3923555,1062 ,212 ,2026-01-25
5293,3924108,104 ,21 ,2026-01-25
5294,3924660,906 ,181 ,2026-01-25
5295,3925212,558 ,112 ,2026-01-25
5296,3925765,1153 ,231 ,2026-01-25
5297,3926317,480 ,96 ,2026-01-25
5298,3926869,996 ,199 ,2026-01-25
5299,3927421,683 ,137 ,2026-01-25
5300,3927974,1069 ,214 ,2026-01-25
5301,3928526,561 ,112 ,2026-01-25
5302,3929078,510 ,102 ,2026-01-25
5303,3929631,713 ,143 ,2026-01-25
5304,3930183,67 ,13 ,2026-01-25
5305,3930735,843 ,169 ,2026-01-25
5306,3931288,284 ,57 ,2026-01-25
5307,3931840,548 ,110 ,2026-01-25
5308,3932392,291 ,58 ,2026-01-25
5309,3932944,1139 ,228 ,2026-01-25
5310,3933497,367 ,73 ,2026-01-25
5311,3934049,515 ,103 ,2026-01-25
5312,3934601,252 ,50 ,2026-01-25
5313,3935154,998 ,200 ,2026-01-25
5314,3935706,1021 ,204 ,2026-01-25
5315,3936258,489 ,98 ,2026-01-25
5316,3936811,170 ,34 ,2026-01-25
5317,3937363,463 ,93 ,2026-01-25
5318,3937915,340 ,68 ,2026-01-25
5319,3938467,498 ,100 ,2026-01-25
5320,3939020,1178 ,236 ,2026-01-25
5321,3939572,246 ,49 ,2026-01-25
5322,3940124,648 ,130 ,2026-01-25
5323,3940677,489 ,98 ,2026-01-25
5324,3941229,1168 ,234 ,2026-01-25
5325,3941781,968 ,194 ,2026-01-25
5326,3942334,984 ,197 ,2026-01-25
5327,3942886,488 ,98 ,2026-01-25
5328,3943438,51 ,10 ,2026-01-25
5329,3943990,617 ,123 ,2026-01-25
5330,3944543,736 ,147 ,2026-01-25
5331,3945095,961 ,192 ,2026-01-25
5332,3945647,843 ,169 ,2026-01-25
5333,3946200,301 ,60 ,2026-01-25
5334,3946752,1160 ,232 ,2026-01-25
5335,3947304,358 ,72 ,2026-01-25
5336,3947857,745 ,149 ,2026-01-25
5337,3948409,74 ,15 ,2026-01-25
5338,3948961,361 ,72 ,2026-01-25
5339,3949513,1055 ,211 ,2026-01-25
5340,3950066,782 ,156 ,2026-01-25
5341,3950618,434 ,87 ,2026-01-25
5342,3951170,408 ,82 ,2026-01-25
5343,3951723,638 ,128 ,2026-01-25
5344,3952275,1125 ,225 ,2026-01-25
5345,3952827,965 ,193 ,2026-01-25
5346,3953380,744 ,149 ,2026-01-25
5347,3953932,759 ,152 ,2026-01-25
5348,3954484,1171 ,234 ,2026-01-25
5349,3955036,423 ,85 ,2026-01-25
5350,3955589,651 ,130 ,2026-01-25
5351,3956141,85 ,17 ,2026-01-25
5352,3956693,388 ,78 ,2026-01-25
5353,3957246,665 ,133 ,2026-01-25
5354,3957798,556 ,111 ,2026-01-25
5355,3958350,632 ,126 ,2026-01-25
5356,3958903,220 ,44 ,2026-01-25
5357,3959455,477 ,95 ,2026-01-25
5358,3960007,889 ,178 ,2026-01-25
5359,3960559,865 ,173 ,2026-01-25
5360,3961112,251 ,50 ,2026-01-25
5361,3961664,522 ,104 ,2026-01-25
5362,3962216,462 ,92 ,2026-01-25
5363,3962769,1091 ,218 ,2026-01-25
5364,3963321,935 ,187 ,2026-01-25
5365,3963873,420 ,84 ,2026-01-25
5366,3964426,189 ,38 ,2026-01-25
5367,3964978,998 ,200 ,2026-01-25
5368,3965530,719 ,144 ,2026-01-25
5369,3966082,1111 ,222 ,2026-01-25
5370,3966635,989 ,198 ,2026-01-25
5371,3967187,490 ,98 ,2026-01-25
5372,3967739,672 ,134 ,2026-01-25
5373,3968292,535 ,107 ,2026-01-25
5374,3968844,382 ,76 ,2026-01-25
5375,3969396,515 ,103 ,2026-01-25
5376,3969949,626 ,125 ,2026-01-25
5377,3970501,1072 ,214 ,2026-01-25
5378,3971053,900 ,180 ,2026-01-25
5379,3971605,83 ,17 ,2026-01-25
5380,3972158,845 ,169 ,2026-01-25
5381,3972710,1132 ,226 ,2026-01-25
5382,3973262,1134 ,227 ,2026-01-25
5383,3973815,1028 ,206 ,2026-01-25
5384,3974367,907 ,181 ,2026-01-25
5385,3974919,871 ,174 ,2026-01-25
5386,3975472,793 ,159 ,2026-01-25
5387,3976024,1189 ,238 ,2026-01-25
5388,3976576,933 ,187 ,2026-01-25
5389,3977128,175 ,35 ,2026-01-25
5390,3977681,737 ,147 ,2026-01-25
5391,3978233,89 ,18 ,2026-01-25
5392,3978785,329 ,66 ,2026-01-25
5393,3979338,1188 ,238 ,2026-01-25
5394,3979890,1005 ,201 ,2026-01-25
5395,3980442,1047 ,209 ,2026-01-25
5396,3980995,737 ,147 ,2026-01-25
5397,3981547,579 ,116 ,2026-01-25
5398,3982099,882 ,176 ,2026-01-25
5399,3982651,387 ,77 ,2026-01-25
5400,3983204,151 ,30 ,2026-01-25
5401,3983756,1099 ,220 ,2026-01-25
5402,3984308,495 ,99 ,2026-01-25
5403,3984861,556 ,111 ,2026-01-25
5404,3985413,429 ,86 ,2026-01-25
5405,3985965,209 ,42 ,2026-01-25
5406,3986518,428 ,86 ,2026-01-25
5407,3987070,720 ,144 ,2026-01-25
5408,3987622,367 ,73 ,2026-01-25
5409,3988174,288 ,58 ,2026-01-25
5410,3988727,384 ,77 ,2026-01-25
5411,3989279,791 ,158 ,2026-01-25
5412,3989831,639 ,128 ,2026-01-25
5413,3990384,226 ,45 ,2026-01-25
5414,3990936,1105 ,221 ,2026-01-25
5415,3991488,173 ,35 ,2026-01-25
5416,3992041,1145 ,229 ,2026-01-25
5417,3992593,656 ,131 ,2026-01-25
5418,3993145,165 ,33 ,2026-01-25
5419,3993697,78 ,16 ,2026-01-25
5420,3994250,693 ,139 ,2026-01-25
5421,3994802,186 ,37 ,2026-01-25
5422,3995354,120 ,24 ,2026-01-25
5423,3995907,692 ,138 ,2026-01-25
5424,3996459,860 ,172 ,2026-01-25
5425,3997011,803 ,161 ,2026-01-25
5426,3997564,729 ,146 ,2026-01-25
5427,3998116,110 ,22 ,2026-01-25
5428,3998668,1159 ,232 ,2026-01-25
5429,3999220,1031 ,206 ,2026-01-25
5430,3999773,303 ,61 ,2026-01-25
5431,4000325,499 ,100 ,2026-01-25
5432,4000877,54 ,11 ,2026-01-25
5433,4001430,1133 ,227 ,2026-01-25
5434,4001982,697 ,139 ,2026-01-25
5435,4002534,513 ,103 ,2026-01-25
5436,4003087,1131 ,226 ,2026-01-25
5437,4003639,114 ,23 ,2026-01-25
5438,4004191,495 ,99 ,2026-01-25
5439,4004743,223 ,45 ,2026-01-25
5440,4005296,213 ,43 ,2026-01-25
5441,4005848,424 ,85 ,2026-01-25
5442,4006400,939 ,188 ,2026-01-25
5443,4006953,1188 ,238 ,2026-01-25
5444,4007505,501 ,100 ,2026-01-25
5445,4008057,687 ,137 ,2026-01-25
5446,4008610,500 ,100 ,2026-01-25
5447,4009162,555 ,111 ,2026-01-25
5448,4009714,1073 ,215 ,2026-01-25
5449,4010266,170 ,34 ,2026-01-25
5450,4010819,528 ,106 ,2026-01-25
5451,4011371,409 ,82 ,2026-01-25
5452,4011923,981 ,196 ,2026-01-25
5453,4012476,485 ,97 ,2026-01-25
5454,4013028,857 ,171 ,2026-01-25
5455,4013580,269 ,54 ,2026-01-25
5456,4014133,796 ,159 ,2026-01-25
5457,4014685,685 ,137 ,2026-01-25
5458,4015237,887 ,177 ,2026-01-25
5459,4015789,1144 ,229 ,2026-01-25
5460,4016342,645 ,129 ,2026-01-25
5461,4016894,375 ,75 ,2026-01-25
5462,4017446,150 ,30 ,2026-01-25
5463,4017999,653 ,131 ,2026-01-25
5464,4018551,495 ,99 ,2026-01-25
5465,4019103,776 ,155 ,2026-01-25
5466,4019656,1078 ,216 ,2026-01-25
5467,4020208,299 ,60 ,2026-01-25
5468,4020760,1004 ,201 ,2026-01-25
5469,4021312,61 ,12 ,2026-01-25
5470,4021865,842 ,168 ,2026-01-25
5471,4022417,365 ,73 ,2026-01-25
5472,4022969,1089 ,218 ,2026-01-25
5473,4023522,298 ,60 ,2026-01-25
5474,4024074,75 ,15 ,2026-01-25
5475,4024626,506 ,101 ,2026-01-25
5476,4025179,1087 ,217 ,2026-01-25
5477,4025731,491 ,98 ,2026-01-25
5478,4026283,428 ,86 ,2026-01-25
5479,4026835,650 ,130 ,2026-01-25
5480,4027388,622 ,124 ,2026-01-25
5481,4027940,1054 ,211 ,2026-01-25
5482,4028492,294 ,59 ,2026-01-25
5483,4029045,178 ,36 ,2026-01-25
5484,4029597,631 ,126 ,2026-01-25
5485,4030149,684 ,137 ,2026-01-25
5486,4030702,745 ,149 ,2026-01-25
5487,4031254,289 ,58 ,2026-01-25
5488,4031806,623 ,125 ,2026-01-25
5489,4032358,570 ,114 ,2026-01-25
5490,4032911,525 ,105 ,2026-01-25
5491,4033463,135 ,27 ,2026-01-25
5492,4034015,206 ,41 ,2026-01-25
5493,4034568,949 ,190 ,2026-01-25
5494,4035120,719 ,144 ,2026-01-25
5495,4035672,1021 ,204 ,2026-01-25
5496,4036225,185 ,37 ,2026-01-25
5497,4036777,1153 ,231 ,2026-01-25
5498,4037329,195 ,39 ,2026-01-25
5499,4037881,228 ,46 ,2026-01-25
5500,4038434,192 ,38 ,2026-01-25
5501,4038986,735 ,147 ,2026-01-25
5502,4039538,243 ,49 ,2026-01-25
5503,4040091,939 ,188 ,2026-01-25
5504,4040643,650 ,130 ,2026-01-25
5505,4041195,811 ,162 ,2026-01-25
5506,4041748,1127 ,225 ,2026-01-25
5507,4042300,780 ,156 ,2026-01-25
5508,4042852,1163 ,233 ,2026-01-25
5509,4043404,269 ,54 ,2026-01-25
5510,4043957,1029 ,206 ,2026-01-25
5511,4044509,1080 ,216 ,2026-01-25
5512,4045061,1076 ,215 ,2026-01-25
5513,4045614,1144 ,229 ,2026-01-25
5514,4046166,57 ,11 ,2026-01-25
5515,4046718,175 ,35 ,2026-01-25
5516,4047271,871 ,174 ,2026-01-25
5517,4047823,530 ,106 ,2026-01-25
5518,4048375,273 ,55 ,2026-01-25
5519,4048927,607 ,121 ,2026-01-25
5520,4049480,908 ,182 ,2026-01-25
5521,4050032,60 ,12 ,2026-01-25
5522,4050584,976 ,195 ,2026-01-25
5523,4051137,898 ,180 ,2026-01-25
5524,4051689,1050 ,210 ,2026-01-25
5525,4052241,243 ,49 ,2026-01-25
5526,4052794,618 ,124 ,2026-01-25
5527,4053346,296 ,59 ,2026-01-25
5528,4053898,886 ,177 ,2026-01-25
5529,4054450,653 ,131 ,2026-01-25
5530,4055003,165 ,33 ,2026-01-25
5531,4055555,761 ,152 ,2026-01-25
5532,4056107,705 ,141 ,2026-01-25
5533,4056660,941 ,188 ,2026-01-25
5534,4057212,924 ,185 ,2026-01-25
5535,4057764,683 ,137 ,2026-01-25
5536,4058317,155 ,31 ,2026-01-25
5537,4058869,617 ,123 ,2026-01-25
5538,4059421,748 ,150 ,2026-01-25
5539,4059973,1083 ,217 ,2026-01-25
5540,4060526,1141 ,228 ,2026-01-25
5541,4061078,601 ,120 ,2026-01-25
5542,4061630,714 ,143 ,2026-01-25
5543,4062183,783 ,157 ,2026-01-25
5544,4062735,530 ,106 ,2026-01-25
5545,4063287,236 ,47 ,2026-01-25
5546,4063840,179 ,36 ,2026-01-25
5547,4064392,69 ,14 ,2026-01-25
5548,4064944,1098 ,220 ,2026-01-25
5549,4065496,723 ,145 ,2026-01-25
5550,4066049,1168 ,234 ,2026-01-25
5551,4066601,937 ,187 ,2026-01-25
5552,4067153,244 ,49 ,2026-01-25
5553,4067706,815 ,163 ,2026-01-25
5554,4068258,86 ,17 ,2026-01-25
5555,4068810,972 ,194 ,2026-01-25
5556,4069363,622 ,124 ,2026-01-25
5557,4069915,1113 ,223 ,2026-01-25
5558,4070467,786 ,157 ,2026-01-25
5559,4071019,1104 ,221 ,2026-01-25
5560,4071572,518 ,104 ,2026-01-25
5561,4072124,333 ,67 ,2026-01-25
5562,4072676,851 ,170 ,2026-01-25
5563,4073229,346 ,69 ,2026-01-25
5564,4073781,1058 ,212 ,2026-01-25
5565,4074333,89 ,18 ,2026-01-25
5566,4074886,872 ,174 ,2026-01-25
5567,4075438,413 ,83 ,2026-01-25
5568,4075990,613 ,123 ,2026-01-25
5569,4076542,946 ,189 ,2026-01-25
5570,4077095,719 ,144 ,2026-01-25
5571,4077647,321 ,64 ,2026-01-25
5572,4078199,1021 ,204 ,2026-01-25
5573,4078752,1005 ,201 ,2026-01-25
5574,4079304,998 ,200 ,2026-01-25
5575,4079856,250 ,50 ,2026-01-25
5576,4080409,1166 ,233 ,2026-01-25
5577,4080961,477 ,95 ,2026-01-25
5578,4081513,708 ,142 ,2026-01-25
5579,4082065,1120 ,224 ,2026-01-25
5580,4082618,1095 ,219 ,2026-01-25
5581,4083170,993 ,199 ,2026-01-25
5582,4083722,582 ,116 ,2026-01-25
5583,4084275,493 ,99 ,2026-01-25
5584,4084827,366 ,73 ,2026-01-25
5585,4085379,206 ,41 ,2026-01-25
